row,Cancer,Year,Sex,Age,Risk,Risk_1_X),Type
3118,Non-melanoma skin cancer (rare types),2007,Females,before age 20,,n.a.,Death
3119,Non-melanoma skin cancer (rare types),2007,Females,before age 25,,n.a.,Death
3120,Non-melanoma skin cancer (rare types),2007,Females,before age 30,,n.a.,Death
3121,Non-melanoma skin cancer (rare types),2007,Females,before age 35,,n.a.,Death
3122,Non-melanoma skin cancer (rare types),2007,Females,before age 40,,n.a.,Death
3123,Non-melanoma skin cancer (rare types),2007,Females,before age 45,,n.a.,Death
3124,Non-melanoma skin cancer (rare types),2007,Females,before age 50,,n.a.,Death
3125,Non-melanoma skin cancer (rare types),2007,Females,before age 55,,n.a.,Death
3126,Non-melanoma skin cancer (rare types),2007,Females,before age 60,,n.a.,Death
3127,Non-melanoma skin cancer (rare types),2007,Females,before age 65,,n.a.,Death
3128,Non-melanoma skin cancer (rare types),2007,Females,before age 70,,n.a.,Death
3129,Non-melanoma skin cancer (rare types),2007,Females,before age 75,,n.a.,Death
3130,Non-melanoma skin cancer (rare types),2007,Females,before age 80,,n.a.,Death
3131,Non-melanoma skin cancer (rare types),2007,Females,before age 85,,n.a.,Death
3132,Non-melanoma skin cancer (rare types),2007,Females,before age 90,,n.a.,Death
3134,Non-melanoma skin cancer (rare types),2007,Persons,before age  5,,n.a.,Death
3135,Non-melanoma skin cancer (rare types),2007,Persons,before age 10,,n.a.,Death
3136,Non-melanoma skin cancer (rare types),2007,Persons,before age 15,,n.a.,Death
3137,Non-melanoma skin cancer (rare types),2007,Persons,before age 20,,n.a.,Death
3138,Non-melanoma skin cancer (rare types),2007,Persons,before age 25,,n.a.,Death
3139,Non-melanoma skin cancer (rare types),2007,Persons,before age 30,,n.a.,Death
3140,Non-melanoma skin cancer (rare types),2007,Persons,before age 35,,n.a.,Death
3141,Non-melanoma skin cancer (rare types),2007,Persons,before age 40,,n.a.,Death
3142,Non-melanoma skin cancer (rare types),2007,Persons,before age 45,,n.a.,Death
3143,Non-melanoma skin cancer (rare types),2007,Persons,before age 50,,n.a.,Death
3144,Non-melanoma skin cancer (rare types),2007,Persons,before age 55,,n.a.,Death
3145,Non-melanoma skin cancer (rare types),2007,Persons,before age 60,,n.a.,Death
3146,Non-melanoma skin cancer (rare types),2007,Persons,before age 65,,n.a.,Death
3147,Non-melanoma skin cancer (rare types),2007,Persons,before age 70,,n.a.,Death
3148,Non-melanoma skin cancer (rare types),2007,Persons,before age 75,,n.a.,Death
3149,Non-melanoma skin cancer (rare types),2007,Persons,before age 80,,n.a.,Death
3150,Non-melanoma skin cancer (rare types),2007,Persons,before age 85,,n.a.,Death
3151,Non-melanoma skin cancer (rare types),2007,Persons,before age 90,,n.a.,Death
3153,Non-melanoma skin cancer (rare types),2008,Males,before age  5,,n.a.,Death
3154,Non-melanoma skin cancer (rare types),2008,Males,before age 10,,n.a.,Death
3155,Non-melanoma skin cancer (rare types),2008,Males,before age 15,,n.a.,Death
3156,Non-melanoma skin cancer (rare types),2008,Males,before age 20,,n.a.,Death
3157,Non-melanoma skin cancer (rare types),2008,Males,before age 25,,n.a.,Death
3158,Non-melanoma skin cancer (rare types),2008,Males,before age 30,,n.a.,Death
3159,Non-melanoma skin cancer (rare types),2008,Males,before age 35,,n.a.,Death
3160,Non-melanoma skin cancer (rare types),2008,Males,before age 40,,n.a.,Death
3161,Non-melanoma skin cancer (rare types),2008,Males,before age 45,,n.a.,Death
3162,Non-melanoma skin cancer (rare types),2008,Males,before age 50,,n.a.,Death
3163,Non-melanoma skin cancer (rare types),2008,Males,before age 55,,n.a.,Death
3164,Non-melanoma skin cancer (rare types),2008,Males,before age 60,,n.a.,Death
3165,Non-melanoma skin cancer (rare types),2008,Males,before age 65,,n.a.,Death
3166,Non-melanoma skin cancer (rare types),2008,Males,before age 70,,n.a.,Death
3167,Non-melanoma skin cancer (rare types),2008,Males,before age 75,,n.a.,Death
3168,Non-melanoma skin cancer (rare types),2008,Males,before age 80,,n.a.,Death
3169,Non-melanoma skin cancer (rare types),2008,Males,before age 85,,n.a.,Death
3170,Non-melanoma skin cancer (rare types),2008,Males,before age 90,,n.a.,Death
3172,Non-melanoma skin cancer (rare types),2008,Females,before age  5,,n.a.,Death
3173,Non-melanoma skin cancer (rare types),2008,Females,before age 10,,n.a.,Death
3174,Non-melanoma skin cancer (rare types),2008,Females,before age 15,,n.a.,Death
3175,Non-melanoma skin cancer (rare types),2008,Females,before age 20,,n.a.,Death
3176,Non-melanoma skin cancer (rare types),2008,Females,before age 25,,n.a.,Death
3177,Non-melanoma skin cancer (rare types),2008,Females,before age 30,,n.a.,Death
3178,Non-melanoma skin cancer (rare types),2008,Females,before age 35,,n.a.,Death
3179,Non-melanoma skin cancer (rare types),2008,Females,before age 40,,n.a.,Death
3180,Non-melanoma skin cancer (rare types),2008,Females,before age 45,,n.a.,Death
3181,Non-melanoma skin cancer (rare types),2008,Females,before age 50,,n.a.,Death
3182,Non-melanoma skin cancer (rare types),2008,Females,before age 55,,n.a.,Death
3183,Non-melanoma skin cancer (rare types),2008,Females,before age 60,,n.a.,Death
3184,Non-melanoma skin cancer (rare types),2008,Females,before age 65,,n.a.,Death
3185,Non-melanoma skin cancer (rare types),2008,Females,before age 70,,n.a.,Death
3186,Non-melanoma skin cancer (rare types),2008,Females,before age 75,,n.a.,Death
3187,Non-melanoma skin cancer (rare types),2008,Females,before age 80,,n.a.,Death
3188,Non-melanoma skin cancer (rare types),2008,Females,before age 85,,n.a.,Death
3189,Non-melanoma skin cancer (rare types),2008,Females,before age 90,,n.a.,Death
3191,Non-melanoma skin cancer (rare types),2008,Persons,before age  5,,n.a.,Death
3192,Non-melanoma skin cancer (rare types),2008,Persons,before age 10,,n.a.,Death
3193,Non-melanoma skin cancer (rare types),2008,Persons,before age 15,,n.a.,Death
3194,Non-melanoma skin cancer (rare types),2008,Persons,before age 20,,n.a.,Death
3195,Non-melanoma skin cancer (rare types),2008,Persons,before age 25,,n.a.,Death
3196,Non-melanoma skin cancer (rare types),2008,Persons,before age 30,,n.a.,Death
3197,Non-melanoma skin cancer (rare types),2008,Persons,before age 35,,n.a.,Death
3198,Non-melanoma skin cancer (rare types),2008,Persons,before age 40,,n.a.,Death
3199,Non-melanoma skin cancer (rare types),2008,Persons,before age 45,,n.a.,Death
3200,Non-melanoma skin cancer (rare types),2008,Persons,before age 50,,n.a.,Death
3201,Non-melanoma skin cancer (rare types),2008,Persons,before age 55,,n.a.,Death
3202,Non-melanoma skin cancer (rare types),2008,Persons,before age 60,,n.a.,Death
3203,Non-melanoma skin cancer (rare types),2008,Persons,before age 65,,n.a.,Death
3204,Non-melanoma skin cancer (rare types),2008,Persons,before age 70,,n.a.,Death
3205,Non-melanoma skin cancer (rare types),2008,Persons,before age 75,,n.a.,Death
3206,Non-melanoma skin cancer (rare types),2008,Persons,before age 80,,n.a.,Death
3207,Non-melanoma skin cancer (rare types),2008,Persons,before age 85,,n.a.,Death
3208,Non-melanoma skin cancer (rare types),2008,Persons,before age 90,,n.a.,Death
3210,Non-melanoma skin cancer (rare types),2009,Males,before age  5,,n.a.,Death
3211,Non-melanoma skin cancer (rare types),2009,Males,before age 10,,n.a.,Death
3212,Non-melanoma skin cancer (rare types),2009,Males,before age 15,,n.a.,Death
3213,Non-melanoma skin cancer (rare types),2009,Males,before age 20,,n.a.,Death
3214,Non-melanoma skin cancer (rare types),2009,Males,before age 25,,n.a.,Death
3215,Non-melanoma skin cancer (rare types),2009,Males,before age 30,,n.a.,Death
3216,Non-melanoma skin cancer (rare types),2009,Males,before age 35,,n.a.,Death
3217,Non-melanoma skin cancer (rare types),2009,Males,before age 40,,n.a.,Death
3218,Non-melanoma skin cancer (rare types),2009,Males,before age 45,,n.a.,Death
3219,Non-melanoma skin cancer (rare types),2009,Males,before age 50,,n.a.,Death
3220,Non-melanoma skin cancer (rare types),2009,Males,before age 55,,n.a.,Death
3221,Non-melanoma skin cancer (rare types),2009,Males,before age 60,,n.a.,Death
3222,Non-melanoma skin cancer (rare types),2009,Males,before age 65,,n.a.,Death
3223,Non-melanoma skin cancer (rare types),2009,Males,before age 70,,n.a.,Death
3224,Non-melanoma skin cancer (rare types),2009,Males,before age 75,,n.a.,Death
3225,Non-melanoma skin cancer (rare types),2009,Males,before age 80,,n.a.,Death
3226,Non-melanoma skin cancer (rare types),2009,Males,before age 85,,n.a.,Death
3227,Non-melanoma skin cancer (rare types),2009,Males,before age 90,,n.a.,Death
3229,Non-melanoma skin cancer (rare types),2009,Females,before age  5,,n.a.,Death
3230,Non-melanoma skin cancer (rare types),2009,Females,before age 10,,n.a.,Death
3231,Non-melanoma skin cancer (rare types),2009,Females,before age 15,,n.a.,Death
3232,Non-melanoma skin cancer (rare types),2009,Females,before age 20,,n.a.,Death
3233,Non-melanoma skin cancer (rare types),2009,Females,before age 25,,n.a.,Death
3234,Non-melanoma skin cancer (rare types),2009,Females,before age 30,,n.a.,Death
3235,Non-melanoma skin cancer (rare types),2009,Females,before age 35,,n.a.,Death
3236,Non-melanoma skin cancer (rare types),2009,Females,before age 40,,n.a.,Death
3237,Non-melanoma skin cancer (rare types),2009,Females,before age 45,,n.a.,Death
3238,Non-melanoma skin cancer (rare types),2009,Females,before age 50,,n.a.,Death
3239,Non-melanoma skin cancer (rare types),2009,Females,before age 55,,n.a.,Death
3240,Non-melanoma skin cancer (rare types),2009,Females,before age 60,,n.a.,Death
3241,Non-melanoma skin cancer (rare types),2009,Females,before age 65,,n.a.,Death
3242,Non-melanoma skin cancer (rare types),2009,Females,before age 70,,n.a.,Death
3243,Non-melanoma skin cancer (rare types),2009,Females,before age 75,,n.a.,Death
3244,Non-melanoma skin cancer (rare types),2009,Females,before age 80,,n.a.,Death
3245,Non-melanoma skin cancer (rare types),2009,Females,before age 85,,n.a.,Death
3246,Non-melanoma skin cancer (rare types),2009,Females,before age 90,,n.a.,Death
3248,Non-melanoma skin cancer (rare types),2009,Persons,before age  5,,n.a.,Death
3249,Non-melanoma skin cancer (rare types),2009,Persons,before age 10,,n.a.,Death
3250,Non-melanoma skin cancer (rare types),2009,Persons,before age 15,,n.a.,Death
3251,Non-melanoma skin cancer (rare types),2009,Persons,before age 20,,n.a.,Death
3252,Non-melanoma skin cancer (rare types),2009,Persons,before age 25,,n.a.,Death
3253,Non-melanoma skin cancer (rare types),2009,Persons,before age 30,,n.a.,Death
3254,Non-melanoma skin cancer (rare types),2009,Persons,before age 35,,n.a.,Death
3255,Non-melanoma skin cancer (rare types),2009,Persons,before age 40,,n.a.,Death
3256,Non-melanoma skin cancer (rare types),2009,Persons,before age 45,,n.a.,Death
3257,Non-melanoma skin cancer (rare types),2009,Persons,before age 50,,n.a.,Death
3258,Non-melanoma skin cancer (rare types),2009,Persons,before age 55,,n.a.,Death
3259,Non-melanoma skin cancer (rare types),2009,Persons,before age 60,,n.a.,Death
3260,Non-melanoma skin cancer (rare types),2009,Persons,before age 65,,n.a.,Death
3261,Non-melanoma skin cancer (rare types),2009,Persons,before age 70,,n.a.,Death
3262,Non-melanoma skin cancer (rare types),2009,Persons,before age 75,,n.a.,Death
3263,Non-melanoma skin cancer (rare types),2009,Persons,before age 80,,n.a.,Death
3264,Non-melanoma skin cancer (rare types),2009,Persons,before age 85,,n.a.,Death
3265,Non-melanoma skin cancer (rare types),2009,Persons,before age 90,,n.a.,Death
3267,Non-melanoma skin cancer (rare types),2010,Males,before age  5,,n.a.,Death
3268,Non-melanoma skin cancer (rare types),2010,Males,before age 10,,n.a.,Death
3269,Non-melanoma skin cancer (rare types),2010,Males,before age 15,,n.a.,Death
3270,Non-melanoma skin cancer (rare types),2010,Males,before age 20,,n.a.,Death
3271,Non-melanoma skin cancer (rare types),2010,Males,before age 25,,n.a.,Death
3272,Non-melanoma skin cancer (rare types),2010,Males,before age 30,,n.a.,Death
3273,Non-melanoma skin cancer (rare types),2010,Males,before age 35,,n.a.,Death
3274,Non-melanoma skin cancer (rare types),2010,Males,before age 40,,n.a.,Death
3275,Non-melanoma skin cancer (rare types),2010,Males,before age 45,,n.a.,Death
3276,Non-melanoma skin cancer (rare types),2010,Males,before age 50,,n.a.,Death
3277,Non-melanoma skin cancer (rare types),2010,Males,before age 55,,n.a.,Death
3278,Non-melanoma skin cancer (rare types),2010,Males,before age 60,,n.a.,Death
3279,Non-melanoma skin cancer (rare types),2010,Males,before age 65,,n.a.,Death
3280,Non-melanoma skin cancer (rare types),2010,Males,before age 70,,n.a.,Death
3281,Non-melanoma skin cancer (rare types),2010,Males,before age 75,,n.a.,Death
3282,Non-melanoma skin cancer (rare types),2010,Males,before age 80,,n.a.,Death
3283,Non-melanoma skin cancer (rare types),2010,Males,before age 85,,n.a.,Death
3284,Non-melanoma skin cancer (rare types),2010,Males,before age 90,,n.a.,Death
3286,Non-melanoma skin cancer (rare types),2010,Females,before age  5,,n.a.,Death
3287,Non-melanoma skin cancer (rare types),2010,Females,before age 10,,n.a.,Death
3288,Non-melanoma skin cancer (rare types),2010,Females,before age 15,,n.a.,Death
3289,Non-melanoma skin cancer (rare types),2010,Females,before age 20,,n.a.,Death
3290,Non-melanoma skin cancer (rare types),2010,Females,before age 25,,n.a.,Death
3291,Non-melanoma skin cancer (rare types),2010,Females,before age 30,,n.a.,Death
3292,Non-melanoma skin cancer (rare types),2010,Females,before age 35,,n.a.,Death
3293,Non-melanoma skin cancer (rare types),2010,Females,before age 40,,n.a.,Death
3294,Non-melanoma skin cancer (rare types),2010,Females,before age 45,,n.a.,Death
3295,Non-melanoma skin cancer (rare types),2010,Females,before age 50,,n.a.,Death
3296,Non-melanoma skin cancer (rare types),2010,Females,before age 55,,n.a.,Death
3297,Non-melanoma skin cancer (rare types),2010,Females,before age 60,,n.a.,Death
3298,Non-melanoma skin cancer (rare types),2010,Females,before age 65,,n.a.,Death
3299,Non-melanoma skin cancer (rare types),2010,Females,before age 70,,n.a.,Death
3300,Non-melanoma skin cancer (rare types),2010,Females,before age 75,,n.a.,Death
3301,Non-melanoma skin cancer (rare types),2010,Females,before age 80,,n.a.,Death
3302,Non-melanoma skin cancer (rare types),2010,Females,before age 85,,n.a.,Death
3303,Non-melanoma skin cancer (rare types),2010,Females,before age 90,,n.a.,Death
3305,Non-melanoma skin cancer (rare types),2010,Persons,before age  5,,n.a.,Death
3306,Non-melanoma skin cancer (rare types),2010,Persons,before age 10,,n.a.,Death
3307,Non-melanoma skin cancer (rare types),2010,Persons,before age 15,,n.a.,Death
3308,Non-melanoma skin cancer (rare types),2010,Persons,before age 20,,n.a.,Death
3309,Non-melanoma skin cancer (rare types),2010,Persons,before age 25,,n.a.,Death
3310,Non-melanoma skin cancer (rare types),2010,Persons,before age 30,,n.a.,Death
3311,Non-melanoma skin cancer (rare types),2010,Persons,before age 35,,n.a.,Death
3312,Non-melanoma skin cancer (rare types),2010,Persons,before age 40,,n.a.,Death
3313,Non-melanoma skin cancer (rare types),2010,Persons,before age 45,,n.a.,Death
3314,Non-melanoma skin cancer (rare types),2010,Persons,before age 50,,n.a.,Death
3315,Non-melanoma skin cancer (rare types),2010,Persons,before age 55,,n.a.,Death
3316,Non-melanoma skin cancer (rare types),2010,Persons,before age 60,,n.a.,Death
3317,Non-melanoma skin cancer (rare types),2010,Persons,before age 65,,n.a.,Death
3318,Non-melanoma skin cancer (rare types),2010,Persons,before age 70,,n.a.,Death
3319,Non-melanoma skin cancer (rare types),2010,Persons,before age 75,,n.a.,Death
3320,Non-melanoma skin cancer (rare types),2010,Persons,before age 80,,n.a.,Death
3321,Non-melanoma skin cancer (rare types),2010,Persons,before age 85,,n.a.,Death
3322,Non-melanoma skin cancer (rare types),2010,Persons,before age 90,,n.a.,Death
3324,Non-melanoma skin cancer (rare types),2011,Males,before age  5,,n.a.,Death
3325,Non-melanoma skin cancer (rare types),2011,Males,before age 10,,n.a.,Death
3326,Non-melanoma skin cancer (rare types),2011,Males,before age 15,,n.a.,Death
3327,Non-melanoma skin cancer (rare types),2011,Males,before age 20,,n.a.,Death
3328,Non-melanoma skin cancer (rare types),2011,Males,before age 25,,n.a.,Death
3329,Non-melanoma skin cancer (rare types),2011,Males,before age 30,,n.a.,Death
3330,Non-melanoma skin cancer (rare types),2011,Males,before age 35,,n.a.,Death
3331,Non-melanoma skin cancer (rare types),2011,Males,before age 40,,n.a.,Death
3332,Non-melanoma skin cancer (rare types),2011,Males,before age 45,,n.a.,Death
3333,Non-melanoma skin cancer (rare types),2011,Males,before age 50,,n.a.,Death
3334,Non-melanoma skin cancer (rare types),2011,Males,before age 55,,n.a.,Death
3335,Non-melanoma skin cancer (rare types),2011,Males,before age 60,,n.a.,Death
3336,Non-melanoma skin cancer (rare types),2011,Males,before age 65,,n.a.,Death
3337,Non-melanoma skin cancer (rare types),2011,Males,before age 70,,n.a.,Death
3338,Non-melanoma skin cancer (rare types),2011,Males,before age 75,,n.a.,Death
3339,Non-melanoma skin cancer (rare types),2011,Males,before age 80,,n.a.,Death
3340,Non-melanoma skin cancer (rare types),2011,Males,before age 85,,n.a.,Death
3341,Non-melanoma skin cancer (rare types),2011,Males,before age 90,,n.a.,Death
3343,Non-melanoma skin cancer (rare types),2011,Females,before age  5,,n.a.,Death
3344,Non-melanoma skin cancer (rare types),2011,Females,before age 10,,n.a.,Death
3345,Non-melanoma skin cancer (rare types),2011,Females,before age 15,,n.a.,Death
3346,Non-melanoma skin cancer (rare types),2011,Females,before age 20,,n.a.,Death
3347,Non-melanoma skin cancer (rare types),2011,Females,before age 25,,n.a.,Death
3348,Non-melanoma skin cancer (rare types),2011,Females,before age 30,,n.a.,Death
3349,Non-melanoma skin cancer (rare types),2011,Females,before age 35,,n.a.,Death
3350,Non-melanoma skin cancer (rare types),2011,Females,before age 40,,n.a.,Death
3351,Non-melanoma skin cancer (rare types),2011,Females,before age 45,,n.a.,Death
3352,Non-melanoma skin cancer (rare types),2011,Females,before age 50,,n.a.,Death
3353,Non-melanoma skin cancer (rare types),2011,Females,before age 55,,n.a.,Death
3354,Non-melanoma skin cancer (rare types),2011,Females,before age 60,,n.a.,Death
3355,Non-melanoma skin cancer (rare types),2011,Females,before age 65,,n.a.,Death
3356,Non-melanoma skin cancer (rare types),2011,Females,before age 70,,n.a.,Death
3357,Non-melanoma skin cancer (rare types),2011,Females,before age 75,,n.a.,Death
3358,Non-melanoma skin cancer (rare types),2011,Females,before age 80,,n.a.,Death
3359,Non-melanoma skin cancer (rare types),2011,Females,before age 85,,n.a.,Death
3360,Non-melanoma skin cancer (rare types),2011,Females,before age 90,,n.a.,Death
3362,Non-melanoma skin cancer (rare types),2011,Persons,before age  5,,n.a.,Death
3363,Non-melanoma skin cancer (rare types),2011,Persons,before age 10,,n.a.,Death
3364,Non-melanoma skin cancer (rare types),2011,Persons,before age 15,,n.a.,Death
3365,Non-melanoma skin cancer (rare types),2011,Persons,before age 20,,n.a.,Death
3366,Non-melanoma skin cancer (rare types),2011,Persons,before age 25,,n.a.,Death
3367,Non-melanoma skin cancer (rare types),2011,Persons,before age 30,,n.a.,Death
3368,Non-melanoma skin cancer (rare types),2011,Persons,before age 35,,n.a.,Death
3369,Non-melanoma skin cancer (rare types),2011,Persons,before age 40,,n.a.,Death
3370,Non-melanoma skin cancer (rare types),2011,Persons,before age 45,,n.a.,Death
3371,Non-melanoma skin cancer (rare types),2011,Persons,before age 50,,n.a.,Death
3372,Non-melanoma skin cancer (rare types),2011,Persons,before age 55,,n.a.,Death
3373,Non-melanoma skin cancer (rare types),2011,Persons,before age 60,,n.a.,Death
3374,Non-melanoma skin cancer (rare types),2011,Persons,before age 65,,n.a.,Death
3375,Non-melanoma skin cancer (rare types),2011,Persons,before age 70,,n.a.,Death
3376,Non-melanoma skin cancer (rare types),2011,Persons,before age 75,,n.a.,Death
3377,Non-melanoma skin cancer (rare types),2011,Persons,before age 80,,n.a.,Death
3378,Non-melanoma skin cancer (rare types),2011,Persons,before age 85,,n.a.,Death
3379,Non-melanoma skin cancer (rare types),2011,Persons,before age 90,,n.a.,Death
3381,Non-melanoma skin cancer (rare types),2012,Males,before age  5,,n.a.,Death
3382,Non-melanoma skin cancer (rare types),2012,Males,before age 10,,n.a.,Death
3383,Non-melanoma skin cancer (rare types),2012,Males,before age 15,,n.a.,Death
3384,Non-melanoma skin cancer (rare types),2012,Males,before age 20,,n.a.,Death
3385,Non-melanoma skin cancer (rare types),2012,Males,before age 25,,n.a.,Death
3386,Non-melanoma skin cancer (rare types),2012,Males,before age 30,,n.a.,Death
3387,Non-melanoma skin cancer (rare types),2012,Males,before age 35,,n.a.,Death
3388,Non-melanoma skin cancer (rare types),2012,Males,before age 40,,n.a.,Death
3389,Non-melanoma skin cancer (rare types),2012,Males,before age 45,,n.a.,Death
3390,Non-melanoma skin cancer (rare types),2012,Males,before age 50,,n.a.,Death
3391,Non-melanoma skin cancer (rare types),2012,Males,before age 55,,n.a.,Death
3392,Non-melanoma skin cancer (rare types),2012,Males,before age 60,,n.a.,Death
3393,Non-melanoma skin cancer (rare types),2012,Males,before age 65,,n.a.,Death
3394,Non-melanoma skin cancer (rare types),2012,Males,before age 70,,n.a.,Death
3395,Non-melanoma skin cancer (rare types),2012,Males,before age 75,,n.a.,Death
3396,Non-melanoma skin cancer (rare types),2012,Males,before age 80,,n.a.,Death
3397,Non-melanoma skin cancer (rare types),2012,Males,before age 85,,n.a.,Death
3398,Non-melanoma skin cancer (rare types),2012,Males,before age 90,,n.a.,Death
3400,Non-melanoma skin cancer (rare types),2012,Females,before age  5,,n.a.,Death
3401,Non-melanoma skin cancer (rare types),2012,Females,before age 10,,n.a.,Death
3402,Non-melanoma skin cancer (rare types),2012,Females,before age 15,,n.a.,Death
3403,Non-melanoma skin cancer (rare types),2012,Females,before age 20,,n.a.,Death
3404,Non-melanoma skin cancer (rare types),2012,Females,before age 25,,n.a.,Death
3405,Non-melanoma skin cancer (rare types),2012,Females,before age 30,,n.a.,Death
3406,Non-melanoma skin cancer (rare types),2012,Females,before age 35,,n.a.,Death
3407,Non-melanoma skin cancer (rare types),2012,Females,before age 40,,n.a.,Death
3408,Non-melanoma skin cancer (rare types),2012,Females,before age 45,,n.a.,Death
3409,Non-melanoma skin cancer (rare types),2012,Females,before age 50,,n.a.,Death
3410,Non-melanoma skin cancer (rare types),2012,Females,before age 55,,n.a.,Death
3411,Non-melanoma skin cancer (rare types),2012,Females,before age 60,,n.a.,Death
3412,Non-melanoma skin cancer (rare types),2012,Females,before age 65,,n.a.,Death
3413,Non-melanoma skin cancer (rare types),2012,Females,before age 70,,n.a.,Death
3414,Non-melanoma skin cancer (rare types),2012,Females,before age 75,,n.a.,Death
3415,Non-melanoma skin cancer (rare types),2012,Females,before age 80,,n.a.,Death
3416,Non-melanoma skin cancer (rare types),2012,Females,before age 85,,n.a.,Death
3417,Non-melanoma skin cancer (rare types),2012,Females,before age 90,,n.a.,Death
3419,Non-melanoma skin cancer (rare types),2012,Persons,before age  5,,n.a.,Death
3420,Non-melanoma skin cancer (rare types),2012,Persons,before age 10,,n.a.,Death
3421,Non-melanoma skin cancer (rare types),2012,Persons,before age 15,,n.a.,Death
3422,Non-melanoma skin cancer (rare types),2012,Persons,before age 20,,n.a.,Death
3423,Non-melanoma skin cancer (rare types),2012,Persons,before age 25,,n.a.,Death
3424,Non-melanoma skin cancer (rare types),2012,Persons,before age 30,,n.a.,Death
3425,Non-melanoma skin cancer (rare types),2012,Persons,before age 35,,n.a.,Death
3426,Non-melanoma skin cancer (rare types),2012,Persons,before age 40,,n.a.,Death
3427,Non-melanoma skin cancer (rare types),2012,Persons,before age 45,,n.a.,Death
3428,Non-melanoma skin cancer (rare types),2012,Persons,before age 50,,n.a.,Death
3429,Non-melanoma skin cancer (rare types),2012,Persons,before age 55,,n.a.,Death
3430,Non-melanoma skin cancer (rare types),2012,Persons,before age 60,,n.a.,Death
3431,Non-melanoma skin cancer (rare types),2012,Persons,before age 65,,n.a.,Death
3432,Non-melanoma skin cancer (rare types),2012,Persons,before age 70,,n.a.,Death
3433,Non-melanoma skin cancer (rare types),2012,Persons,before age 75,,n.a.,Death
3434,Non-melanoma skin cancer (rare types),2012,Persons,before age 80,,n.a.,Death
3435,Non-melanoma skin cancer (rare types),2012,Persons,before age 85,,n.a.,Death
3436,Non-melanoma skin cancer (rare types),2012,Persons,before age 90,,n.a.,Death
3438,Non-melanoma skin cancer (rare types),2013,Males,before age  5,,n.a.,Death
3439,Non-melanoma skin cancer (rare types),2013,Males,before age 10,,n.a.,Death
3440,Non-melanoma skin cancer (rare types),2013,Males,before age 15,,n.a.,Death
3441,Non-melanoma skin cancer (rare types),2013,Males,before age 20,,n.a.,Death
3442,Non-melanoma skin cancer (rare types),2013,Males,before age 25,,n.a.,Death
3443,Non-melanoma skin cancer (rare types),2013,Males,before age 30,,n.a.,Death
3444,Non-melanoma skin cancer (rare types),2013,Males,before age 35,,n.a.,Death
3445,Non-melanoma skin cancer (rare types),2013,Males,before age 40,,n.a.,Death
3446,Non-melanoma skin cancer (rare types),2013,Males,before age 45,,n.a.,Death
3447,Non-melanoma skin cancer (rare types),2013,Males,before age 50,,n.a.,Death
3448,Non-melanoma skin cancer (rare types),2013,Males,before age 55,,n.a.,Death
3449,Non-melanoma skin cancer (rare types),2013,Males,before age 60,,n.a.,Death
3450,Non-melanoma skin cancer (rare types),2013,Males,before age 65,,n.a.,Death
3451,Non-melanoma skin cancer (rare types),2013,Males,before age 70,,n.a.,Death
3452,Non-melanoma skin cancer (rare types),2013,Males,before age 75,,n.a.,Death
3453,Non-melanoma skin cancer (rare types),2013,Males,before age 80,,n.a.,Death
3454,Non-melanoma skin cancer (rare types),2013,Males,before age 85,,n.a.,Death
3455,Non-melanoma skin cancer (rare types),2013,Males,before age 90,,n.a.,Death
3457,Non-melanoma skin cancer (rare types),2013,Females,before age  5,,n.a.,Death
3458,Non-melanoma skin cancer (rare types),2013,Females,before age 10,,n.a.,Death
3459,Non-melanoma skin cancer (rare types),2013,Females,before age 15,,n.a.,Death
3460,Non-melanoma skin cancer (rare types),2013,Females,before age 20,,n.a.,Death
3461,Non-melanoma skin cancer (rare types),2013,Females,before age 25,,n.a.,Death
3462,Non-melanoma skin cancer (rare types),2013,Females,before age 30,,n.a.,Death
3463,Non-melanoma skin cancer (rare types),2013,Females,before age 35,,n.a.,Death
3464,Non-melanoma skin cancer (rare types),2013,Females,before age 40,,n.a.,Death
3465,Non-melanoma skin cancer (rare types),2013,Females,before age 45,,n.a.,Death
3466,Non-melanoma skin cancer (rare types),2013,Females,before age 50,,n.a.,Death
3467,Non-melanoma skin cancer (rare types),2013,Females,before age 55,,n.a.,Death
3468,Non-melanoma skin cancer (rare types),2013,Females,before age 60,,n.a.,Death
3469,Non-melanoma skin cancer (rare types),2013,Females,before age 65,,n.a.,Death
3470,Non-melanoma skin cancer (rare types),2013,Females,before age 70,,n.a.,Death
3471,Non-melanoma skin cancer (rare types),2013,Females,before age 75,,n.a.,Death
3472,Non-melanoma skin cancer (rare types),2013,Females,before age 80,,n.a.,Death
3473,Non-melanoma skin cancer (rare types),2013,Females,before age 85,,n.a.,Death
3474,Non-melanoma skin cancer (rare types),2013,Females,before age 90,,n.a.,Death
3476,Non-melanoma skin cancer (rare types),2013,Persons,before age  5,,n.a.,Death
3477,Non-melanoma skin cancer (rare types),2013,Persons,before age 10,,n.a.,Death
3478,Non-melanoma skin cancer (rare types),2013,Persons,before age 15,,n.a.,Death
3479,Non-melanoma skin cancer (rare types),2013,Persons,before age 20,,n.a.,Death
3480,Non-melanoma skin cancer (rare types),2013,Persons,before age 25,,n.a.,Death
3481,Non-melanoma skin cancer (rare types),2013,Persons,before age 30,,n.a.,Death
3482,Non-melanoma skin cancer (rare types),2013,Persons,before age 35,,n.a.,Death
