row,Cancer,Year,Sex,State,Incident,Incident _Crude_rate_100k,Mortality,Mortality_Crude_rate_100k,Gender,Population
578.0,Non-melanoma skin cancer (rare types),2014,Females,Queensland,74,3.1,13,0.5,Female,2385981
579.0,Non-melanoma skin cancer (rare types),2014,Females,Western Australia,43,3.4,6,0.5,Female,1257067
580.0,Non-melanoma skin cancer (rare types),2014,Females,South Australia,16,1.9,1,n.p.,Female,855013
581.0,Non-melanoma skin cancer (rare types),2014,Females,Tasmania,5,1.9,1,n.p.,Female,259067
582.0,Non-melanoma skin cancer (rare types),2014,Females,Australian Capital Territory,1,n.p.,1,n.p.,Female,197690
583.0,Non-melanoma skin cancer (rare types),2014,Females,Northern Territory,0,n.p.,0,n.p.,Female,116165
584.0,Non-melanoma skin cancer (rare types),2014,Females,,295,2.5,53,0.4,Female,11895833
585.0,Non-melanoma skin cancer (rare types),2014,Persons,New South Wales,342,4.6,68,0.9,Person,7562171
586.0,Non-melanoma skin cancer (rare types),2014,Persons,Victoria,121,2.1,27,0.5,Person,5957512
587.0,Non-melanoma skin cancer (rare types),2014,Persons,Queensland,205,4.3,53,1.1,Person,4747263
588.0,Non-melanoma skin cancer (rare types),2014,Persons,Western Australia,120,4.8,20,0.8,Person,2528619
589.0,Non-melanoma skin cancer (rare types),2014,Persons,South Australia,43,2.5,8,0.5,Person,1693107
590.0,Non-melanoma skin cancer (rare types),2014,Persons,Tasmania,16,3.1,3,n.p.,Person,514040
591.0,Non-melanoma skin cancer (rare types),2014,Persons,Australian Capital Territory,7,1.8,2,n.p.,Person,391981
592.0,Non-melanoma skin cancer (rare types),2014,Persons,Northern Territory,2,n.p.,1,n.p.,Person,243201
593.0,Non-melanoma skin cancer (rare types),2014,Persons,,856,3.6,182,0.8,Person,23640331
594.0,Non-melanoma skin cancer (rare types),2015,Males,New South Wales,251,6.6,38,1.0,Male,3803289
595.0,Non-melanoma skin cancer (rare types),2015,Males,Victoria,79,2.7,26,0.9,Male,3011376
596.0,Non-melanoma skin cancer (rare types),2015,Males,Queensland,138,5.8,25,1.1,Male,2385347
597.0,Non-melanoma skin cancer (rare types),2015,Males,Western Australia,81,6.3,10,0.8,Male,1278792
598.0,Non-melanoma skin cancer (rare types),2015,Males,South Australia,30,3.6,6,0.7,Male,843702
599.0,Non-melanoma skin cancer (rare types),2015,Males,Tasmania,10,3.9,3,n.p.,Male,255551
600.0,Non-melanoma skin cancer (rare types),2015,Males,Australian Capital Territory,5,2.8,1,n.p.,Male,197696
601.0,Non-melanoma skin cancer (rare types),2015,Males,Northern Territory,2,n.p.,1,n.p.,Male,127914
602.0,Non-melanoma skin cancer (rare types),2015,Males,,598,5.1,109,0.9,Male,11904308
603.0,Non-melanoma skin cancer (rare types),2015,Females,New South Wales,136,3.5,22,0.6,Female,3868112
604.0,Non-melanoma skin cancer (rare types),2015,Females,Victoria,39,1.3,14,0.5,Female,3081673
605.0,Non-melanoma skin cancer (rare types),2015,Females,Queensland,82,3.4,6,0.2,Female,2419586
606.0,Non-melanoma skin cancer (rare types),2015,Females,Western Australia,44,3.5,6,0.5,Female,1268953
607.0,Non-melanoma skin cancer (rare types),2015,Females,South Australia,15,1.7,2,n.p.,Female,862235
608.0,Non-melanoma skin cancer (rare types),2015,Females,Tasmania,14,5.4,1,n.p.,Female,260242
609.0,Non-melanoma skin cancer (rare types),2015,Females,Australian Capital Territory,1,n.p.,0,n.p.,Female,201178
610.0,Non-melanoma skin cancer (rare types),2015,Females,Northern Territory,0,n.p.,0,n.p.,Female,117123
611.0,Non-melanoma skin cancer (rare types),2015,Females,,332,2.8,52,0.4,Female,12080273
612.0,Non-melanoma skin cancer (rare types),2015,Persons,New South Wales,387,5.1,60,0.8,Person,7671401
613.0,Non-melanoma skin cancer (rare types),2015,Persons,Victoria,118,2.0,40,0.7,Person,6093049
614.0,Non-melanoma skin cancer (rare types),2015,Persons,Queensland,220,4.6,31,0.6,Person,4804933
615.0,Non-melanoma skin cancer (rare types),2015,Persons,Western Australia,125,4.9,16,0.6,Person,2547745
616.0,Non-melanoma skin cancer (rare types),2015,Persons,South Australia,45,2.6,8,0.5,Person,1705937
617.0,Non-melanoma skin cancer (rare types),2015,Persons,Tasmania,24,4.7,4,n.p.,Person,515697
618.0,Non-melanoma skin cancer (rare types),2015,Persons,Australian Capital Territory,7,1.7,1,n.p.,Person,398874
619.0,Non-melanoma skin cancer (rare types),2015,Persons,Northern Territory,2,n.p.,1,n.p.,Person,244692
620.0,Non-melanoma skin cancer (rare types),2015,Persons,,930,3.9,161,0.7,Person,23984581
621.0,Non-melanoma skin cancer (rare types),2016,Males,New South Wales,260,6.8,42,1.1,Male,3865361
622.0,Non-melanoma skin cancer (rare types),2016,Males,Victoria,92,3.0,15,0.5,Male,3082379
623.0,Non-melanoma skin cancer (rare types),2016,Males,Queensland,157,6.5,28,1.2,Male,2421215
624.0,Non-melanoma skin cancer (rare types),2016,Males,Western Australia,71,5.5,13,1.0,Male,1288303
625.0,Non-melanoma skin cancer (rare types),2016,Males,South Australia,38,4.5,8,0.9,Male,849914
626.0,Non-melanoma skin cancer (rare types),2016,Males,Tasmania,11,4.3,0,0.0,Male,258456
627.0,Non-melanoma skin cancer (rare types),2016,Males,Australian Capital Territory,6,2.9,1,n.p.,Male,202502
628.0,Non-melanoma skin cancer (rare types),2016,Males,Northern Territory,2,n.p.,0,n.p.,Male,128021
629.0,Non-melanoma skin cancer (rare types),2016,Males,,638,5.3,107,0.9,Male,12098143
630.0,Non-melanoma skin cancer (rare types),2016,Females,New South Wales,144,3.7,22,0.6,Female,3930264
631.0,Non-melanoma skin cancer (rare types),2016,Females,Victoria,49,1.6,15,0.5,Female,3153402
632.0,Non-melanoma skin cancer (rare types),2016,Females,Queensland,76,3.1,15,0.6,Female,2461724
633.0,Non-melanoma skin cancer (rare types),2016,Females,Western Australia,55,4.3,6,0.5,Female,1281303
634.0,Non-melanoma skin cancer (rare types),2016,Females,South Australia,13,1.5,2,n.p.,Female,869666
635.0,Non-melanoma skin cancer (rare types),2016,Females,Tasmania,3,n.p.,1,n.p.,Female,263525
636.0,Non-melanoma skin cancer (rare types),2016,Females,Australian Capital Territory,2,n.p.,1,n.p.,Female,206376
637.0,Non-melanoma skin cancer (rare types),2016,Females,Northern Territory,0,n.p.,0,n.p.,Female,118539
638.0,Non-melanoma skin cancer (rare types),2016,Females,,344,2.8,62,0.5,Female,12286921
639.0,Non-melanoma skin cancer (rare types),2016,Persons,New South Wales,404,5.2,64,0.8,Person,7795625
640.0,Non-melanoma skin cancer (rare types),2016,Persons,Victoria,141,2.3,30,0.5,Person,6235781
641.0,Non-melanoma skin cancer (rare types),2016,Persons,Queensland,233,4.8,43,0.9,Person,4882939
642.0,Non-melanoma skin cancer (rare types),2016,Persons,Western Australia,126,4.9,19,0.7,Person,2569606
643.0,Non-melanoma skin cancer (rare types),2016,Persons,South Australia,51,3.0,10,0.6,Person,1719580
644.0,Non-melanoma skin cancer (rare types),2016,Persons,Tasmania,14,2.7,1,n.p.,Person,521981
645.0,Non-melanoma skin cancer (rare types),2016,Persons,Australian Capital Territory,7,1.8,2,n.p.,Person,408878
646.0,Non-melanoma skin cancer (rare types),2016,Persons,Northern Territory,3,n.p.,1,n.p.,Person,246443
647.0,Non-melanoma skin cancer (rare types),2016,Persons,,982,4.1,169,0.7,Person,24385064
648.0,Non-melanoma skin cancer (rare types),2017,Males,New South Wales,300,7.7,46,1.2,Male,3921301
649.0,Non-melanoma skin cancer (rare types),2017,Males,Victoria,151,4.8,19,0.6,Male,3144429
650.0,Non-melanoma skin cancer (rare types),2017,Males,Queensland,171,7.0,26,1.1,Male,2458389
651.0,Non-melanoma skin cancer (rare types),2017,Males,Western Australia,73,5.6,6,0.5,Male,1302076
652.0,Non-melanoma skin cancer (rare types),2017,Males,South Australia,29,3.4,7,0.8,Male,857807
653.0,Non-melanoma skin cancer (rare types),2017,Males,Tasmania,12,4.6,3,n.p.,Male,263305
654.0,Non-melanoma skin cancer (rare types),2017,Males,Australian Capital Territory,6,2.8,1,n.p.,Male,207866
655.0,Non-melanoma skin cancer (rare types),2017,Males,Northern Territory,3,n.p.,0,n.p.,Male,128104
656.0,Non-melanoma skin cancer (rare types),2017,Males,,744,6.1,109,0.9,Male,12284961
657.0,Non-melanoma skin cancer (rare types),2017,Females,New South Wales,133,3.4,27,0.7,Female,3979645
658.0,Non-melanoma skin cancer (rare types),2017,Females,Victoria,76,2.4,11,0.3,Female,3213781
659.0,Non-melanoma skin cancer (rare types),2017,Females,Queensland,98,3.9,18,0.7,Female,2502576
660.0,Non-melanoma skin cancer (rare types),2017,Females,Western Australia,49,3.8,5,0.4,Female,1297852
661.0,Non-melanoma skin cancer (rare types),2017,Females,South Australia,20,2.3,5,0.6,Female,877847
662.0,Non-melanoma skin cancer (rare types),2017,Females,Tasmania,9,3.4,1,n.p.,Female,268256
663.0,Non-melanoma skin cancer (rare types),2017,Females,Australian Capital Territory,1,n.p.,1,n.p.,Female,212360
664.0,Non-melanoma skin cancer (rare types),2017,Females,Northern Territory,0,n.p.,0,n.p.,Female,119647
665.0,Non-melanoma skin cancer (rare types),2017,Females,,387,3.1,68,0.5,Female,12474057
666.0,Non-melanoma skin cancer (rare types),2017,Persons,New South Wales,433,5.5,73,0.9,Person,7900946
667.0,Non-melanoma skin cancer (rare types),2017,Persons,Victoria,227,3.6,30,0.5,Person,6358210
668.0,Non-melanoma skin cancer (rare types),2017,Persons,Queensland,269,5.5,44,0.9,Person,4960965
669.0,Non-melanoma skin cancer (rare types),2017,Persons,Western Australia,122,4.7,11,0.4,Person,2599928
670.0,Non-melanoma skin cancer (rare types),2017,Persons,South Australia,49,2.8,12,0.7,Person,1735654
671.0,Non-melanoma skin cancer (rare types),2017,Persons,Tasmania,21,4.0,4,n.p.,Person,531561
672.0,Non-melanoma skin cancer (rare types),2017,Persons,Australian Capital Territory,7,1.8,2,n.p.,Person,420226
673.0,Non-melanoma skin cancer (rare types),2017,Persons,Northern Territory,3,n.p.,1,n.p.,Person,247514
674.0,Non-melanoma skin cancer (rare types),2017,Persons,,1131,4.6,177,0.7,Person,24759018
675.0,Non-melanoma skin cancer (rare types),2018,Males,New South Wales,272,6.9,43,1.1,Male,3976266
676.0,Non-melanoma skin cancer (rare types),2018,Males,Victoria,95,3.0,25,0.8,Male,3207192
677.0,Non-melanoma skin cancer (rare types),2018,Males,Queensland,148,6.0,24,1.0,Male,2499842
678.0,Non-melanoma skin cancer (rare types),2018,Males,Western Australia,63,4.8,10,0.8,Male,1319834
679.0,Non-melanoma skin cancer (rare types),2018,Males,South Australia,31,3.6,5,0.6,Male,867603
680.0,Non-melanoma skin cancer (rare types),2018,Males,Tasmania,17,6.4,2,n.p.,Male,268840
681.0,Non-melanoma skin cancer (rare types),2018,Males,Australian Capital Territory,5,2.4,1,n.p.,Male,212822
682.0,Non-melanoma skin cancer (rare types),2018,Males,Northern Territory,3,n.p.,0,n.p.,Male,127221
683.0,Non-melanoma skin cancer (rare types),2018,Males,,630,5.1,112,0.9,Male,12481024
684.0,Non-melanoma skin cancer (rare types),2018,Females,New South Wales,175,4.4,22,0.5,Female,4027298
685.0,Non-melanoma skin cancer (rare types),2018,Females,Victoria,50,1.5,15,0.5,Female,3272503
686.0,Non-melanoma skin cancer (rare types),2018,Females,Queensland,74,2.9,13,0.5,Female,2546592
687.0,Non-melanoma skin cancer (rare types),2018,Females,Western Australia,40,3.1,4,n.p.,Female,1316570
688.0,Non-melanoma skin cancer (rare types),2018,Females,South Australia,16,1.8,5,0.6,Female,888112
689.0,Non-melanoma skin cancer (rare types),2018,Females,Tasmania,7,2.6,1,n.p.,Female,274087
690.0,Non-melanoma skin cancer (rare types),2018,Females,Australian Capital Territory,2,n.p.,0,n.p.,Female,217936
691.0,Non-melanoma skin cancer (rare types),2018,Females,Northern Territory,1,n.p.,0,n.p.,Female,119997
692.0,Non-melanoma skin cancer (rare types),2018,Females,,367,2.9,60,0.5,Female,12665116
693.0,Non-melanoma skin cancer (rare types),2018,Persons,New South Wales,447,5.6,65,0.8,Person,8003564
694.0,Non-melanoma skin cancer (rare types),2018,Persons,Victoria,145,2.3,40,0.6,Person,6479695
695.0,Non-melanoma skin cancer (rare types),2018,Persons,Queensland,222,4.4,37,0.7,Person,5046434
696.0,Non-melanoma skin cancer (rare types),2018,Persons,Western Australia,103,3.9,14,0.5,Person,2636404
697.0,Non-melanoma skin cancer (rare types),2018,Persons,South Australia,47,2.7,10,0.6,Person,1755715
698.0,Non-melanoma skin cancer (rare types),2018,Persons,Tasmania,24,4.5,3,n.p.,Person,542927
699.0,Non-melanoma skin cancer (rare types),2018,Persons,Australian Capital Territory,7,1.7,2,n.p.,Person,430758
700.0,Non-melanoma skin cancer (rare types),2018,Persons,Northern Territory,3,n.p.,1,n.p.,Person,247095
701.0,Non-melanoma skin cancer (rare types),2018,Persons,,997,4.0,172,0.7,Person,25146140
702.0,Non-melanoma skin cancer (rare types),2019,Males,New South Wales,336,8.4,54,1.4,Male,4019498
703.0,Non-melanoma skin cancer (rare types),2019,Males,Victoria,157,4.9,20,0.6,Male,3262240
704.0,Non-melanoma skin cancer (rare types),2019,Males,Queensland,210,8.3,38,1.5,Male,2540680
705.0,Non-melanoma skin cancer (rare types),2019,Males,Western Australia,86,6.5,6,0.5,Male,1345064
706.0,Non-melanoma skin cancer (rare types),2019,Males,South Australia,32,3.7,3,n.p.,Male,878768
707.0,Non-melanoma skin cancer (rare types),2019,Males,Tasmania,16,5.9,3,n.p.,Male,273893
708.0,Non-melanoma skin cancer (rare types),2019,Males,Australian Capital Territory,5,2.6,2,n.p.,Male,217500
709.0,Non-melanoma skin cancer (rare types),2019,Males,Northern Territory,2,n.p.,0,n.p.,Male,126289
710.0,Non-melanoma skin cancer (rare types),2019,Males,,845,6.7,127,1.0,Male,12665662
711.0,Non-melanoma skin cancer (rare types),2019,Females,New South Wales,147,3.6,23,0.6,Female,4068863
712.0,Non-melanoma skin cancer (rare types),2019,Females,Victoria,87,2.6,12,0.4,Female,3327810
713.0,Non-melanoma skin cancer (rare types),2019,Females,Queensland,109,4.2,10,0.4,Female,2589061
714.0,Non-melanoma skin cancer (rare types),2019,Females,Western Australia,40,3.0,7,0.5,Female,1343735
715.0,Non-melanoma skin cancer (rare types),2019,Females,South Australia,13,1.5,3,n.p.,Female,900160
716.0,Non-melanoma skin cancer (rare types),2019,Females,Tasmania,7,2.5,0,0.0,Female,279447
717.0,Non-melanoma skin cancer (rare types),2019,Females,Australian Capital Territory,2,n.p.,0,n.p.,Female,222767
718.0,Non-melanoma skin cancer (rare types),2019,Females,Northern Territory,1,n.p.,0,n.p.,Female,120727
719.0,Non-melanoma skin cancer (rare types),2019,Females,,406,3.2,56,0.4,Female,12854806
720.0,Non-melanoma skin cancer (rare types),2019,Persons,New South Wales,483,6.0,77,1.0,Person,8088361
721.0,Non-melanoma skin cancer (rare types),2019,Persons,Victoria,244,3.7,32,0.5,Person,6590050
722.0,Non-melanoma skin cancer (rare types),2019,Persons,Queensland,319,6.3,48,0.9,Person,5129741
723.0,Non-melanoma skin cancer (rare types),2019,Persons,Western Australia,126,4.7,13,0.5,Person,2688799
724.0,Non-melanoma skin cancer (rare types),2019,Persons,South Australia,45,2.5,6,0.3,Person,1778928
725.0,Non-melanoma skin cancer (rare types),2019,Persons,Tasmania,23,4.2,3,n.p.,Person,553340
726.0,Non-melanoma skin cancer (rare types),2019,Persons,Australian Capital Territory,8,1.9,2,n.p.,Person,440267
727.0,Non-melanoma skin cancer (rare types),2019,Persons,Northern Territory,3,n.p.,1,n.p.,Person,246677
728.0,Non-melanoma skin cancer (rare types),2019,Persons,,1251,4.9,183,0.7,Person,25520468
729.0,Non-melanoma skin cancer (rare types),2020,Males,New South Wales,397,9.8,41,1.0,Male,4031001
730.0,Non-melanoma skin cancer (rare types),2020,Males,Victoria,167,5.1,30,0.9,Male,3274653
731.0,Non-melanoma skin cancer (rare types),2020,Males,Queensland,214,8.4,28,1.1,Male,2568499
732.0,Non-melanoma skin cancer (rare types),2020,Males,Western Australia,86,6.3,11,0.8,Male,1364994
733.0,Non-melanoma skin cancer (rare types),2020,Males,South Australia,50,5.7,11,1.2,Male,886475
734.0,Non-melanoma skin cancer (rare types),2020,Males,Tasmania,9,3.3,6,2.2,Male,278353
735.0,Non-melanoma skin cancer (rare types),2020,Males,Australian Capital Territory,5,2.4,2,n.p.,Male,220886
736.0,Non-melanoma skin cancer (rare types),2020,Males,Northern Territory,2,n.p.,0,n.p.,Male,126133
737.0,Non-melanoma skin cancer (rare types),2020,Males,,929,7.3,128,1.0,Male,12728639
738.0,Non-melanoma skin cancer (rare types),2020,Females,New South Wales,178,4.4,34,0.8,Female,4081000
739.0,Non-melanoma skin cancer (rare types),2020,Females,Victoria,69,2.1,23,0.7,Female,3341983
740.0,Non-melanoma skin cancer (rare types),2020,Females,Queensland,104,4.0,20,0.8,Female,2615830
741.0,Non-melanoma skin cancer (rare types),2020,Females,Western Australia,30,2.2,4,n.p.,Female,1363193
742.0,Non-melanoma skin cancer (rare types),2020,Females,South Australia,18,2.0,2,n.p.,Female,908039
743.0,Non-melanoma skin cancer (rare types),2020,Females,Tasmania,11,3.9,5,1.8,Female,283528
744.0,Non-melanoma skin cancer (rare types),2020,Females,Australian Capital Territory,2,n.p.,1,n.p.,Female,226764
745.0,Non-melanoma skin cancer (rare types),2020,Females,Northern Territory,1,n.p.,0,n.p.,Female,121772
746.0,Non-melanoma skin cancer (rare types),2020,Females,,410,3.2,89,0.7,Female,12920609
747.0,Non-melanoma skin cancer (rare types),2020,Persons,New South Wales,575,7.1,75,0.9,Person,8112001
748.0,Non-melanoma skin cancer (rare types),2020,Persons,Victoria,236,3.6,53,0.8,Person,6616636
749.0,Non-melanoma skin cancer (rare types),2020,Persons,Queensland,318,6.2,48,0.9,Person,5184329
750.0,Non-melanoma skin cancer (rare types),2020,Persons,Western Australia,116,4.3,15,0.6,Person,2728187
751.0,Non-melanoma skin cancer (rare types),2020,Persons,South Australia,68,3.8,13,0.7,Person,1794514
752.0,Non-melanoma skin cancer (rare types),2020,Persons,Tasmania,20,3.6,11,2.0,Person,561881
753.0,Non-melanoma skin cancer (rare types),2020,Persons,Australian Capital Territory,7,1.7,2,n.p.,Person,447650
754.0,Non-melanoma skin cancer (rare types),2020,Persons,Northern Territory,2,n.p.,1,n.p.,Person,247819
755.0,Non-melanoma skin cancer (rare types),2020,Persons,,1339,5.2,217,0.8,Person,25649248
,All,2007,Males,New South Wales,2304,,374,,Male,3413653
,All,2007,Males,Victoria,1241,,188,,Male,2574619
,All,2007,Males,Queensland,1700,,234,,Male,2076128
,All,2007,Males,Western Australia,623,,100,,Male,1075987
,All,2007,Males,South Australia,356,,59,,Male,779355
,All,2007,Males,Tasmania,139,,13,,Male,245319
,All,2007,Males,Australian Capital Territory,77,,15,,Male,170383
,All,2007,Males,Northern Territory,30,,3,,Male,112777
,All,2007,Males,,6450,,991,,Male,10449776
,All,2007,Females,New South Wales,1539,,160,,Female,3470199
,All,2007,Females,Victoria,1022,,100,,Female,2624884
,All,2007,Females,Queensland,1174,,98,,Female,2083862
,All,2007,Females,Western Australia,437,,43,,Female,1059019
,All,2007,Females,South Australia,286,,39,,Female,799134
,All,2007,Females,Tasmania,115,,9,,Female,250539
,All,2007,Females,Australian Capital Territory,61,,4,,Female,173793
,All,2007,Females,Northern Territory,20,,1,,Female,103841
,All,2007,Females,,4642,,452,,Female,10566345
,All,2007,Persons,New South Wales,3843,,534,,Person,6883852
,All,2007,Persons,Victoria,2263,,288,,Person,5199503
,All,2007,Persons,Queensland,2874,,332,,Person,4159990
,All,2007,Persons,Western Australia,1060,,143,,Person,2135006
,All,2007,Persons,South Australia,642,,98,,Person,1578489
,All,2007,Persons,Tasmania,254,,22,,Person,495858
,All,2007,Persons,Australian Capital Territory,138,,19,,Person,344176
,All,2007,Persons,Northern Territory,50,,4,,Person,216618
,All,2007,Persons,,11092,,1443,,Person,21016121
,All,2008,Males,New South Wales,2321,,375,,Male,3476199
,All,2008,Males,Victoria,1287,,193,,Male,2633317
,All,2008,Males,Queensland,1895,,238,,Male,2135996
,All,2008,Males,Western Australia,710,,98,,Male,1113633
,All,2008,Males,South Australia,424,,82,,Male,789696
,All,2008,Males,Tasmania,170,,29,,Male,248714
,All,2008,Males,Australian Capital Territory,80,,16,,Male,174242
,All,2008,Males,Northern Territory,30,,3,,Male,116223
,All,2008,Males,,6931,,1034,,Male,10689738
,All,2008,Females,New South Wales,1616,,174,,Female,3525583
,All,2008,Females,Victoria,1012,,95,,Female,2679968
,All,2008,Females,Queensland,1231,,106,,Female,2139555
,All,2008,Females,Western Australia,454,,33,,Female,1095295
,All,2008,Females,South Australia,331,,42,,Female,808184
,All,2008,Females,Tasmania,122,,13,,Female,253060
,All,2008,Females,Australian Capital Territory,64,,5,,Female,176859
,All,2008,Females,Northern Territory,20,,1,,Female,106303
,All,2008,Females,,4847,,472,,Female,10785887
,All,2008,Persons,New South Wales,3937,,549,,Person,7001782
,All,2008,Persons,Victoria,2299,,288,,Person,5313285
,All,2008,Persons,Queensland,3126,,344,,Person,4275551
,All,2008,Persons,Western Australia,1164,,131,,Person,2208928
,All,2008,Persons,South Australia,755,,124,,Person,1597880
,All,2008,Persons,Tasmania,292,,42,,Person,501774
,All,2008,Persons,Australian Capital Territory,145,,20,,Person,351101
,All,2008,Persons,Northern Territory,50,,4,,Person,222526
,All,2008,Persons,,11778,,1506,,Person,21475625
,All,2009,Males,New South Wales,2380,,388,,Male,3526643
,All,2009,Males,Victoria,1379,,227,,Male,2686022
,All,2009,Males,Queensland,1922,,222,,Male,2181500
,All,2009,Males,Western Australia,683,,96,,Male,1140480
,All,2009,Males,South Australia,396,,71,,Male,800926
,All,2009,Males,Tasmania,168,,21,,Male,251434
,All,2009,Males,Australian Capital Territory,80,,16,,Male,177822
,All,2009,Males,Northern Territory,31,,3,,Male,119297
,All,2009,Males,,7044,,1040,,Male,10886022
,All,2009,Females,New South Wales,1645,,192,,Female,3574861
,All,2009,Females,Victoria,1080,,109,,Female,2733227
,All,2009,Females,Queensland,1319,,97,,Female,2185954
,All,2009,Females,Western Australia,430,,52,,Female,1123267
,All,2009,Females,South Australia,299,,31,,Female,817652
,All,2009,Females,Tasmania,120,,16,,Female,255027
,All,2009,Females,Australian Capital Territory,59,,7,,Female,180037
,All,2009,Females,Northern Territory,20,,1,,Female,108486
,All,2009,Females,,4955,,506,,Female,10979601
,All,2009,Persons,New South Wales,4025,,580,,Person,7101504
,All,2009,Persons,Victoria,2459,,336,,Person,5419249
,All,2009,Persons,Queensland,3241,,319,,Person,4367454
,All,2009,Persons,Western Australia,1113,,148,,Person,2263747
,All,2009,Persons,South Australia,695,,102,,Person,1618578
,All,2009,Persons,Tasmania,288,,37,,Person,506461
,All,2009,Persons,Australian Capital Territory,140,,21,,Person,357859
,All,2009,Persons,Northern Territory,51,,4,,Person,227783
,All,2009,Persons,,11999,,1546,,Person,21865623
,All,2010,Males,New South Wales,2510,,404,,Male,3565558
,All,2010,Males,Victoria,1353,,216,,Male,2720959
,All,2010,Males,Queensland,1960,,257,,Male,2214429
,All,2010,Males,Western Australia,697,,97,,Male,1167862
,All,2010,Males,South Australia,408,,71,,Male,808037
,All,2010,Males,Tasmania,170,,21,,Male,253833
,All,2010,Males,Australian Capital Territory,78,,16,,Male,181314
,All,2010,Males,Northern Territory,33,,4,,Male,120979
,All,2010,Males,,7230,,1083,,Male,11034979
,All,2010,Females,New South Wales,1683,,162,,Female,3614333
,All,2010,Females,Victoria,1004,,99,,Female,2774752
,All,2010,Females,Queensland,1332,,133,,Female,2222453
,All,2010,Females,Western Australia,417,,38,,Female,1151201
,All,2010,Females,South Australia,318,,20,,Female,824445
,All,2010,Females,Tasmania,144,,12,,Female,256386
,All,2010,Females,Australian Capital Territory,52,,6,,Female,183519
,All,2010,Females,Northern Territory,21,,1,,Female,109534
,All,2010,Females,,4968,,471,,Female,11137490
,All,2010,Persons,New South Wales,4193,,566,,Person,7179891
,All,2010,Persons,Victoria,2357,,315,,Person,5495711
,All,2010,Persons,Queensland,3292,,390,,Person,4436882
,All,2010,Persons,Western Australia,1114,,135,,Person,2319063
,All,2010,Persons,South Australia,726,,91,,Person,1632482
,All,2010,Persons,Tasmania,314,,33,,Person,510219
,All,2010,Persons,Australian Capital Territory,130,,21,,Person,364833
,All,2010,Persons,Northern Territory,54,,5,,Person,230460
,All,2010,Persons,,12198,,1554,,Person,22172469
,All,2011,Males,New South Wales,2587,,403,,Male,3604198
,All,2011,Males,Victoria,1210,,233,,Male,2766513
,All,2011,Males,Queensland,2046,,269,,Male,2253923
,All,2011,Males,Western Australia,723,,139,,Male,1202068
,All,2011,Males,South Australia,434,,78,,Male,815608
,All,2011,Males,Tasmania,141,,30,,Male,254896
,All,2011,Males,Australian Capital Territory,80,,13,,Male,184982
,All,2011,Males,Northern Territory,34,,3,,Male,122136
,All,2011,Males,,7252,,1165,,Male,11206252
,All,2011,Females,New South Wales,1722,,175,,Female,3654524
,All,2011,Females,Victoria,923,,121,,Female,2825305
,All,2011,Females,Queensland,1439,,108,,Female,2264726
,All,2011,Females,Western Australia,488,,48,,Female,1183879
,All,2011,Females,South Australia,293,,28,,Female,831575
,All,2011,Females,Tasmania,131,,16,,Female,256984
,All,2011,Females,Australian Capital Territory,50,,6,,Female,187088
,All,2011,Females,Northern Territory,22,,2,,Female,110816
,All,2011,Females,,5075,,505,,Female,11315945
,All,2011,Persons,New South Wales,4309,,578,,Person,7258722
,All,2011,Persons,Victoria,2133,,354,,Person,5591818
,All,2011,Persons,Queensland,3485,,377,,Person,4518649
,All,2011,Persons,Western Australia,1211,,187,,Person,2385947
,All,2011,Persons,South Australia,727,,106,,Person,1647183
,All,2011,Persons,Tasmania,272,,46,,Person,511880
,All,2011,Persons,Australian Capital Territory,130,,19,,Person,372070
,All,2011,Persons,Northern Territory,57,,6,,Person,232952
,All,2011,Persons,,12327,,1670,,Person,22522197
,All,2012,Males,New South Wales,2690,,409,,Male,3650035
,All,2012,Males,Victoria,1328,,220,,Male,2825349
,All,2012,Males,Queensland,2145,,257,,Male,2299776
,All,2012,Males,Western Australia,765,,131,,Male,1239615
,All,2012,Males,South Australia,417,,69,,Male,823688
,All,2012,Males,Tasmania,157,,29,,Male,254866
,All,2012,Males,Australian Capital Territory,84,,13,,Male,188673
,All,2012,Males,Northern Territory,38,,5,,Male,125043
,All,2012,Males,,7630,,1142,,Male,11408788
,All,2012,Females,New South Wales,1815,,205,,Female,3703154
,All,2012,Females,Victoria,1016,,111,,Female,2884237
,All,2012,Females,Queensland,1501,,116,,Female,2311528
,All,2012,Females,Western Australia,498,,42,,Female,1217874
,All,2012,Females,South Australia,315,,38,,Female,839394
,All,2012,Females,Tasmania,117,,22,,Female,257127
,All,2012,Females,Australian Capital Territory,56,,7,,Female,191139
,All,2012,Females,Northern Territory,24,,1,,Female,113685
,All,2012,Females,,5367,,541,,Female,11519235
,All,2012,Persons,New South Wales,4505,,614,,Person,7353189
,All,2012,Persons,Victoria,2344,,331,,Person,5709586
,All,2012,Persons,Queensland,3646,,373,,Person,4611304
,All,2012,Persons,Western Australia,1263,,173,,Person,2457489
,All,2012,Persons,South Australia,732,,107,,Person,1663082
,All,2012,Persons,Tasmania,274,,51,,Person,511993
,All,2012,Persons,Australian Capital Territory,139,,20,,Person,379812
,All,2012,Persons,Northern Territory,62,,7,,Person,238728
,All,2012,Persons,,12997,,1683,,Person,22928023
,All,2013,Males,New South Wales,2780,,442,,Male,3698220
,All,2013,Males,Victoria,1387,,268,,Male,2884387
,All,2013,Males,Queensland,2311,,351,,Male,2333762
