Year,Sex,Type,Cases,Population,State
2020,Persons,Mortality,11,561881,Tasmania
2020,Persons,Mortality,2,447650,Australian Capital Territory
2020,Persons,Mortality,1,247819,Northern Territory
2020,Persons,Mortality,217,25649248,
2007,Males,Mortality,374,3413653,New South Wales
2007,Males,Mortality,188,2574619,Victoria
2007,Males,Mortality,234,2076128,Queensland
2007,Males,Mortality,100,1075987,Western Australia
2007,Males,Mortality,59,779355,South Australia
2007,Males,Mortality,13,245319,Tasmania
2007,Males,Mortality,15,170383,Australian Capital Territory
2007,Males,Mortality,3,112777,Northern Territory
2007,Males,Mortality,991,10449776,
2007,Females,Mortality,160,3470199,New South Wales
2007,Females,Mortality,100,2624884,Victoria
2007,Females,Mortality,98,2083862,Queensland
2007,Females,Mortality,43,1059019,Western Australia
2007,Females,Mortality,39,799134,South Australia
2007,Females,Mortality,9,250539,Tasmania
2007,Females,Mortality,4,173793,Australian Capital Territory
2007,Females,Mortality,1,103841,Northern Territory
2007,Females,Mortality,452,10566345,
2007,Persons,Mortality,534,6883852,New South Wales
2007,Persons,Mortality,288,5199503,Victoria
2007,Persons,Mortality,332,4159990,Queensland
2007,Persons,Mortality,143,2135006,Western Australia
2007,Persons,Mortality,98,1578489,South Australia
2007,Persons,Mortality,22,495858,Tasmania
2007,Persons,Mortality,19,344176,Australian Capital Territory
2007,Persons,Mortality,4,216618,Northern Territory
2007,Persons,Mortality,1443,21016121,
2008,Males,Mortality,375,3476199,New South Wales
2008,Males,Mortality,193,2633317,Victoria
2008,Males,Mortality,238,2135996,Queensland
2008,Males,Mortality,98,1113633,Western Australia
2008,Males,Mortality,82,789696,South Australia
2008,Males,Mortality,29,248714,Tasmania
2008,Males,Mortality,16,174242,Australian Capital Territory
2008,Males,Mortality,3,116223,Northern Territory
2008,Males,Mortality,1034,10689738,
2008,Females,Mortality,174,3525583,New South Wales
2008,Females,Mortality,95,2679968,Victoria
2008,Females,Mortality,106,2139555,Queensland
2008,Females,Mortality,33,1095295,Western Australia
2008,Females,Mortality,42,808184,South Australia
2008,Females,Mortality,13,253060,Tasmania
2008,Females,Mortality,5,176859,Australian Capital Territory
2008,Females,Mortality,1,106303,Northern Territory
2008,Females,Mortality,472,10785887,
2008,Persons,Mortality,549,7001782,New South Wales
2008,Persons,Mortality,288,5313285,Victoria
2008,Persons,Mortality,344,4275551,Queensland
2008,Persons,Mortality,131,2208928,Western Australia
2008,Persons,Mortality,124,1597880,South Australia
2008,Persons,Mortality,42,501774,Tasmania
2008,Persons,Mortality,20,351101,Australian Capital Territory
2008,Persons,Mortality,4,222526,Northern Territory
2008,Persons,Mortality,1506,21475625,
2009,Males,Mortality,388,3526643,New South Wales
2009,Males,Mortality,227,2686022,Victoria
2009,Males,Mortality,222,2181500,Queensland
2009,Males,Mortality,96,1140480,Western Australia
2009,Males,Mortality,71,800926,South Australia
2009,Males,Mortality,21,251434,Tasmania
2009,Males,Mortality,16,177822,Australian Capital Territory
2009,Males,Mortality,3,119297,Northern Territory
2009,Males,Mortality,1040,10886022,
2009,Females,Mortality,192,3574861,New South Wales
2009,Females,Mortality,109,2733227,Victoria
2009,Females,Mortality,97,2185954,Queensland
2009,Females,Mortality,52,1123267,Western Australia
2009,Females,Mortality,31,817652,South Australia
2009,Females,Mortality,16,255027,Tasmania
2009,Females,Mortality,7,180037,Australian Capital Territory
2009,Females,Mortality,1,108486,Northern Territory
2009,Females,Mortality,506,10979601,
2009,Persons,Mortality,580,7101504,New South Wales
2009,Persons,Mortality,336,5419249,Victoria
2009,Persons,Mortality,319,4367454,Queensland
2009,Persons,Mortality,148,2263747,Western Australia
2009,Persons,Mortality,102,1618578,South Australia
2009,Persons,Mortality,37,506461,Tasmania
2009,Persons,Mortality,21,357859,Australian Capital Territory
2009,Persons,Mortality,4,227783,Northern Territory
2009,Persons,Mortality,1546,21865623,
2010,Males,Mortality,404,3565558,New South Wales
2010,Males,Mortality,216,2720959,Victoria
2010,Males,Mortality,257,2214429,Queensland
2010,Males,Mortality,97,1167862,Western Australia
2010,Males,Mortality,71,808037,South Australia
2010,Males,Mortality,21,253833,Tasmania
2010,Males,Mortality,16,181314,Australian Capital Territory
2010,Males,Mortality,4,120979,Northern Territory
2010,Males,Mortality,1083,11034979,
2010,Females,Mortality,162,3614333,New South Wales
2010,Females,Mortality,99,2774752,Victoria
2010,Females,Mortality,133,2222453,Queensland
2010,Females,Mortality,38,1151201,Western Australia
2010,Females,Mortality,20,824445,South Australia
2010,Females,Mortality,12,256386,Tasmania
2010,Females,Mortality,6,183519,Australian Capital Territory
2010,Females,Mortality,1,109534,Northern Territory
2010,Females,Mortality,471,11137490,
2010,Persons,Mortality,566,7179891,New South Wales
2010,Persons,Mortality,315,5495711,Victoria
2010,Persons,Mortality,390,4436882,Queensland
2010,Persons,Mortality,135,2319063,Western Australia
2010,Persons,Mortality,91,1632482,South Australia
2010,Persons,Mortality,33,510219,Tasmania
2010,Persons,Mortality,21,364833,Australian Capital Territory
2010,Persons,Mortality,5,230460,Northern Territory
2010,Persons,Mortality,1554,22172469,
2011,Males,Mortality,403,3604198,New South Wales
2011,Males,Mortality,233,2766513,Victoria
2011,Males,Mortality,269,2253923,Queensland
2011,Males,Mortality,139,1202068,Western Australia
2011,Males,Mortality,78,815608,South Australia
2011,Males,Mortality,30,254896,Tasmania
2011,Males,Mortality,13,184982,Australian Capital Territory
2011,Males,Mortality,3,122136,Northern Territory
2011,Males,Mortality,1165,11206252,
2011,Females,Mortality,175,3654524,New South Wales
2011,Females,Mortality,121,2825305,Victoria
2011,Females,Mortality,108,2264726,Queensland
2011,Females,Mortality,48,1183879,Western Australia
2011,Females,Mortality,28,831575,South Australia
2011,Females,Mortality,16,256984,Tasmania
2011,Females,Mortality,6,187088,Australian Capital Territory
2011,Females,Mortality,2,110816,Northern Territory
2011,Females,Mortality,505,11315945,
2011,Persons,Mortality,578,7258722,New South Wales
2011,Persons,Mortality,354,5591818,Victoria
2011,Persons,Mortality,377,4518649,Queensland
2011,Persons,Mortality,187,2385947,Western Australia
2011,Persons,Mortality,106,1647183,South Australia
2011,Persons,Mortality,46,511880,Tasmania
2011,Persons,Mortality,19,372070,Australian Capital Territory
2011,Persons,Mortality,6,232952,Northern Territory
2011,Persons,Mortality,1670,22522197,
2012,Males,Mortality,409,3650035,New South Wales
2012,Males,Mortality,220,2825349,Victoria
2012,Males,Mortality,257,2299776,Queensland
2012,Males,Mortality,131,1239615,Western Australia
2012,Males,Mortality,69,823688,South Australia
2012,Males,Mortality,29,254866,Tasmania
2012,Males,Mortality,13,188673,Australian Capital Territory
2012,Males,Mortality,5,125043,Northern Territory
2012,Males,Mortality,1142,11408788,
2012,Females,Mortality,205,3703154,New South Wales
2012,Females,Mortality,111,2884237,Victoria
2012,Females,Mortality,116,2311528,Queensland
2012,Females,Mortality,42,1217874,Western Australia
2012,Females,Mortality,38,839394,South Australia
2012,Females,Mortality,22,257127,Tasmania
2012,Females,Mortality,7,191139,Australian Capital Territory
2012,Females,Mortality,1,113685,Northern Territory
2012,Females,Mortality,541,11519235,
2012,Persons,Mortality,614,7353189,New South Wales
2012,Persons,Mortality,331,5709586,Victoria
2012,Persons,Mortality,373,4611304,Queensland
2012,Persons,Mortality,173,2457489,Western Australia
2012,Persons,Mortality,107,1663082,South Australia
2012,Persons,Mortality,51,511993,Tasmania
2012,Persons,Mortality,20,379812,Australian Capital Territory
2012,Persons,Mortality,7,238728,Northern Territory
2012,Persons,Mortality,1683,22928023,
2013,Males,Mortality,442,3698220,New South Wales
2013,Males,Mortality,268,2884387,Victoria
2013,Males,Mortality,351,2333762,Queensland
2013,Males,Mortality,120,1259941,Western Australia
2013,Males,Mortality,76,830900,South Australia
2013,Males,Mortality,22,254878,Tasmania
2013,Males,Mortality,13,191691,Australian Capital Territory
2013,Males,Mortality,6,126921,Northern Territory
2013,Males,Mortality,1298,11582448,
2013,Females,Mortality,180,3756718,New South Wales
2013,Females,Mortality,124,2948198,Victoria
2013,Females,Mortality,130,2351677,Queensland
2013,Females,Mortality,61,1242247,Western Australia
2013,Females,Mortality,39,847152,South Australia
2013,Females,Mortality,15,258137,Tasmania
2013,Females,Mortality,6,194627,Australian Capital Territory
2013,Females,Mortality,2,115450,Northern Territory
2013,Females,Mortality,558,11715329,
2013,Persons,Mortality,622,7454938,New South Wales
2013,Persons,Mortality,392,5832585,Victoria
2013,Persons,Mortality,481,4685439,Queensland
2013,Persons,Mortality,181,2502188,Western Australia
2013,Persons,Mortality,115,1678052,South Australia
2013,Persons,Mortality,37,513015,Tasmania
2013,Persons,Mortality,19,386318,Australian Capital Territory
2013,Persons,Mortality,8,242304,Northern Territory
2013,Persons,Mortality,1856,23297777,
2014,Males,Mortality,378,3750061,New South Wales
2014,Males,Mortality,212,2945763,Victoria
2014,Males,Mortality,290,2361282,Queensland
2014,Males,Mortality,117,1271552,Western Australia
2014,Males,Mortality,97,838094,South Australia
2014,Males,Mortality,25,255134,Tasmania
2014,Males,Mortality,12,194291,Australian Capital Territory
2014,Males,Mortality,7,127079,Northern Territory
2014,Males,Mortality,1133,11744498,
2014,Females,Mortality,191,3812110,New South Wales
2014,Females,Mortality,93,3011749,Victoria
2014,Females,Mortality,115,2385981,Queensland
2014,Females,Mortality,55,1257067,Western Australia
2014,Females,Mortality,34,855013,South Australia
2014,Females,Mortality,15,259067,Tasmania
2014,Females,Mortality,6,197690,Australian Capital Territory
2014,Females,Mortality,2,116165,Northern Territory
2014,Females,Mortality,514,11895833,
2014,Persons,Mortality,569,7562171,New South Wales
2014,Persons,Mortality,305,5957512,Victoria
2014,Persons,Mortality,405,4747263,Queensland
2014,Persons,Mortality,172,2528619,Western Australia
2014,Persons,Mortality,131,1693107,South Australia
2014,Persons,Mortality,40,514040,Tasmania
2014,Persons,Mortality,18,391981,Australian Capital Territory
2014,Persons,Mortality,9,243201,Northern Territory
2014,Persons,Mortality,1647,23640331,
2015,Males,Mortality,424,3803289,New South Wales
2015,Males,Mortality,241,3011376,Victoria
2015,Males,Mortality,246,2385347,Queensland
2015,Males,Mortality,112,1278792,Western Australia
2015,Males,Mortality,80,843702,South Australia
2015,Males,Mortality,21,255551,Tasmania
2015,Males,Mortality,13,197696,Australian Capital Territory
2015,Males,Mortality,7,127914,Northern Territory
2015,Males,Mortality,1148,11904308,
2015,Females,Mortality,198,3868112,New South Wales
2015,Females,Mortality,125,3081673,Victoria
2015,Females,Mortality,103,2419586,Queensland
2015,Females,Mortality,60,1268953,Western Australia
2015,Females,Mortality,26,862235,South Australia
2015,Females,Mortality,6,260242,Tasmania
2015,Females,Mortality,6,201178,Australian Capital Territory
2015,Females,Mortality,2,117123,Northern Territory
2015,Females,Mortality,527,12080273,
2015,Persons,Mortality,622,7671401,New South Wales
2015,Persons,Mortality,366,6093049,Victoria
2015,Persons,Mortality,349,4804933,Queensland
2015,Persons,Mortality,172,2547745,Western Australia
2015,Persons,Mortality,106,1705937,South Australia
2015,Persons,Mortality,27,515697,Tasmania
2015,Persons,Mortality,19,398874,Australian Capital Territory
2015,Persons,Mortality,9,244692,Northern Territory
2015,Persons,Mortality,1675,23984581,
2016,Males,Mortality,330,3865361,New South Wales
2016,Males,Mortality,193,3082379,Victoria
2016,Males,Mortality,241,2421215,Queensland
2016,Males,Mortality,104,1288303,Western Australia
2016,Males,Mortality,64,849914,South Australia
2016,Males,Mortality,23,258456,Tasmania
2016,Males,Mortality,12,202502,Australian Capital Territory
2016,Males,Mortality,6,128021,Northern Territory
2016,Males,Mortality,965,12098143,
2016,Females,Mortality,153,3930264,New South Wales
2016,Females,Mortality,100,3153402,Victoria
2016,Females,Mortality,103,2461724,Queensland
2016,Females,Mortality,42,1281303,Western Australia
2016,Females,Mortality,41,869666,South Australia
2016,Females,Mortality,8,263525,Tasmania
2016,Females,Mortality,8,206376,Australian Capital Territory
2016,Females,Mortality,2,118539,Northern Territory
2016,Females,Mortality,458,12286921,
2016,Persons,Mortality,483,7795625,New South Wales
2016,Persons,Mortality,293,6235781,Victoria
2016,Persons,Mortality,344,4882939,Queensland
2016,Persons,Mortality,146,2569606,Western Australia
2016,Persons,Mortality,105,1719580,South Australia
2016,Persons,Mortality,31,521981,Tasmania
2016,Persons,Mortality,20,408878,Australian Capital Territory
2016,Persons,Mortality,9,246443,Northern Territory
2016,Persons,Mortality,1423,24385064,
2017,Males,Mortality,365,3921301,New South Wales
2017,Males,Mortality,181,3144429,Victoria
2017,Males,Mortality,267,2458389,Queensland
2017,Males,Mortality,95,1302076,Western Australia
2017,Males,Mortality,66,857807,South Australia
2017,Males,Mortality,26,263305,Tasmania
2017,Males,Mortality,11,207866,Australian Capital Territory
2017,Males,Mortality,5,128104,Northern Territory
2017,Males,Mortality,1017,12284961,
2017,Females,Mortality,213,3979645,New South Wales
2017,Females,Mortality,122,3213781,Victoria
2017,Females,Mortality,124,2502576,Queensland
2017,Females,Mortality,51,1297852,Western Australia
2017,Females,Mortality,30,877847,South Australia
2017,Females,Mortality,8,268256,Tasmania
2017,Females,Mortality,9,212360,Australian Capital Territory
2017,Females,Mortality,2,119647,Northern Territory
2017,Females,Mortality,563,12474057,
2017,Persons,Mortality,578,7900946,New South Wales
2017,Persons,Mortality,303,6358210,Victoria
2017,Persons,Mortality,391,4960965,Queensland
2017,Persons,Mortality,146,2599928,Western Australia
2017,Persons,Mortality,96,1735654,South Australia
2017,Persons,Mortality,34,531561,Tasmania
2017,Persons,Mortality,20,420226,Australian Capital Territory
2017,Persons,Mortality,8,247514,Northern Territory
2017,Persons,Mortality,1580,24759018,
2018,Males,Mortality,376,3976266,New South Wales
2018,Males,Mortality,220,3207192,Victoria
2018,Males,Mortality,259,2499842,Queensland
2018,Males,Mortality,90,1319834,Western Australia
2018,Males,Mortality,67,867603,South Australia
2018,Males,Mortality,35,268840,Tasmania
2018,Males,Mortality,13,212822,Australian Capital Territory
2018,Males,Mortality,5,127221,Northern Territory
2018,Males,Mortality,1078,12481024,
2018,Females,Mortality,161,4027298,New South Wales
2018,Females,Mortality,112,3272503,Victoria
2018,Females,Mortality,101,2546592,Queensland
2018,Females,Mortality,56,1316570,Western Australia
2018,Females,Mortality,28,888112,South Australia
2018,Females,Mortality,13,274087,Tasmania
2018,Females,Mortality,8,217936,Australian Capital Territory
2018,Females,Mortality,2,119997,Northern Territory
2018,Females,Mortality,477,12665116,
2018,Persons,Mortality,537,8003564,New South Wales
2018,Persons,Mortality,332,6479695,Victoria
2018,Persons,Mortality,360,5046434,Queensland
2018,Persons,Mortality,146,2636404,Western Australia
2018,Persons,Mortality,95,1755715,South Australia
2018,Persons,Mortality,48,542927,Tasmania
2018,Persons,Mortality,22,430758,Australian Capital Territory
2018,Persons,Mortality,8,247095,Northern Territory
2018,Persons,Mortality,1555,25146140,
2019,Males,Mortality,361,4019498,New South Wales
2019,Males,Mortality,209,3262240,Victoria
2019,Males,Mortality,250,2540680,Queensland
2019,Males,Mortality,110,1345064,Western Australia
2019,Males,Mortality,82,878768,South Australia
2019,Males,Mortality,29,273893,Tasmania
2019,Males,Mortality,16,217500,Australian Capital Territory
2019,Males,Mortality,6,126289,Northern Territory
2019,Males,Mortality,1069,12665662,
2019,Females,Mortality,180,4068863,New South Wales
2019,Females,Mortality,97,3327810,Victoria
2019,Females,Mortality,109,2589061,Queensland
2019,Females,Mortality,52,1343735,Western Australia
2019,Females,Mortality,36,900160,South Australia
2019,Females,Mortality,14,279447,Tasmania
2019,Females,Mortality,8,222767,Australian Capital Territory
2019,Females,Mortality,1,120727,Northern Territory
2019,Females,Mortality,497,12854806,
2019,Persons,Mortality,541,8088361,New South Wales
2019,Persons,Mortality,306,6590050,Victoria
2019,Persons,Mortality,359,5129741,Queensland
2019,Persons,Mortality,162,2688799,Western Australia
2019,Persons,Mortality,118,1778928,South Australia
2019,Persons,Mortality,43,553340,Tasmania
2019,Persons,Mortality,24,440267,Australian Capital Territory
2019,Persons,Mortality,8,246677,Northern Territory
2019,Persons,Mortality,1566,25520468,
2020,Males,Mortality,388,4031001,New South Wales
2020,Males,Mortality,213,3274653,Victoria
2020,Males,Mortality,250,2568499,Queensland
2020,Males,Mortality,96,1364994,Western Australia
2020,Males,Mortality,79,886475,South Australia
2020,Males,Mortality,34,278353,Tasmania
2020,Males,Mortality,17,220886,Australian Capital Territory
2020,Males,Mortality,5,126133,Northern Territory
2020,Males,Mortality,1082,12728639,
2020,Females,Mortality,180,4081000,New South Wales
2020,Females,Mortality,121,3341983,Victoria
2020,Females,Mortality,125,2615830,Queensland
2020,Females,Mortality,42,1363193,Western Australia
2020,Females,Mortality,41,908039,South Australia
2020,Females,Mortality,14,283528,Tasmania
2020,Females,Mortality,9,226764,Australian Capital Territory
2020,Females,Mortality,2,121772,Northern Territory
2020,Females,Mortality,534,12920609,
2020,Persons,Mortality,568,8112001,New South Wales
2020,Persons,Mortality,334,6616636,Victoria
2020,Persons,Mortality,375,5184329,Queensland
2020,Persons,Mortality,138,2728187,Western Australia
2020,Persons,Mortality,120,1794514,South Australia
2020,Persons,Mortality,48,561881,Tasmania
2020,Persons,Mortality,25,447650,Australian Capital Territory
2020,Persons,Mortality,7,247819,Northern Territory
2020,Persons,Mortality,1616,25649248,
